ApplicationDate,Age,AnnualIncome,CreditScore,EducationLevel,Experience,LoanAmount,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,DebtToIncomeRatio,LoanPurpose,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,MonthlyIncome,NetWorth,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
17-07-2063,32,84053,505,Doctorate,14,46895,Rent,594,0.041295958,0.323265345,Home,4027,469,112876,7004.416667,90217,0.286893339,1215.940655,0.258399913,0,50
18-07-2063,48,32517,485,High School,27,12729,Rent,438,0.25548593,0.617539931,Education,1763,498,22187,2709.75,7139,0.272414498,390.5232175,0.305756331,0,59
19-07-2063,30,70440,595,Bachelor,6,12036,Rent,685,0.066071364,0.28396305,Home,1113,740,31127,5870,17629,0.220104862,459.7255904,0.195012877,1,40.8
20-07-2063,63,51707,594,High School,43,30286,Mortgage,294,0.028011308,0.318538805,Home,2189,1100,52910,4308.916667,49651,0.230550989,780.0522552,0.249262712,0,53
21-07-2063,30,51488,597,High School,6,7615,Own,414,0.227955081,0.097050236,Debt Consolidation,6527,1965,379317,2748.583333,308425,0.240784975,173.0436655,0.21358045,0,44
22-07-2063,29,48723,603,Bachelor,7,24538,Mortgage,262,0.532125213,0.266280661,Debt Consolidation,718,520,197022,4060.25,176185,0.228830149,1283.711462,0.380693667,0,50
23-07-2063,46,20503,503,High School,24,19146,Mortgage,357,0.314340314,0.271407532,Home,3626,2528,75826,1708.583333,42778,0.250836066,516.7218702,0.511372113,0,55
24-07-2063,40,58222,560,Bachelor,19,19683,Mortgage,472,0.204499499,0.61296708,Debt Consolidation,1814,1301,203040,4851.833333,128033,0.252710593,655.6109883,0.232409259,0,55
25-07-2063,43,31059,516,Associate,23,12405,Own,218,0.175978782,0.245703664,Home,732,942,17337,2588.25,6026,0.283957581,312.4161066,0.204932331,0,52
26-07-2063,42,39490,578,High School,17,30148,Mortgage,1422,0.257110099,0.07343577,Auto,6138,2604,376847,3290.833333,332177,0.234187127,857.1545883,0.69257673,0,48
27-07-2063,26,35321,560,Bachelor,2,34309,Other,324,0.201751196,0.195778939,Debt Consolidation,2967,716,56424,2943.416667,12973,0.203262973,1050.00919,0.466807573,0,51
28-07-2063,59,57907,584,High School,35,16100,Mortgage,306,0.11474049,0.331027247,Home,6380,1183,7563,4825.583333,10210,0.190317611,811.8272007,0.231646026,0,53
29-07-2063,50,119962,556,Bachelor,26,19870,Own,431,0.039992182,0.22704481,Auto,4050,5916,147536,9996.833333,9094,0.258358182,1068.84299,0.150031809,1,42.4
30-07-2063,56,66211,569,Bachelor,32,18102,Other,295,0.187710447,0.281100803,Home,6882,3229,39833,5517.583333,18960,0.2743224,625.0265842,0.166744484,0,51
31-07-2063,33,88514,581,Master,9,11302,Mortgage,339,0.275911757,0.292648685,Home,3132,742,16228,7376.166667,6374,0.250023994,273.2174552,0.082999406,1,43.2
01-08-2063,44,24491,538,High School,23,15061,Rent,1103,0.282969787,0.265310523,Education,14389,1098,23742,2040.916667,10368,0.25841026,506.4702261,0.788601638,0,54
02-08-2063,42,132251,614,Bachelor,17,12626,Mortgage,454,0.240302584,0.082763495,Education,554,869,54143,11020.91667,44254,0.238763784,362.3189269,0.074069966,1,45.6
03-08-2063,53,26122,621,Associate,28,27362,Rent,200,0.395971504,0.204049549,Home,1135,825,49538,2176.833333,2117,0.178748544,987.4849311,0.545510266,0,51
04-08-2063,53,29144,630,Associate,30,31676,Rent,194,0.362330607,0.129545443,Other,1450,860,79180,2428.666667,72870,0.204641794,971.7633661,0.480001386,0,48
05-08-2063,42,35881,590,Associate,20,15087,Rent,250,0.165930402,0.362953739,Home,4328,273,66946,2990.083333,41032,0.220955147,576.9251228,0.276555878,0,57
06-08-2063,21,30107,514,Associate,1,11057,Mortgage,1023,0.302635584,0.313805699,Home,21493,891,309788,2508.916667,256409,0.1912456,406.0022895,0.569569451,0,55
07-08-2063,61,19420,653,Associate,38,49239,Mortgage,386,0.545983994,0.784738481,Home,5731,1589,353816,1618.333333,317436,0.250792826,1447.519363,1.13296768,0,61
08-08-2063,46,23279,575,High School,20,20419,Rent,342,0.276341672,0.403428607,Auto,23806,3165,262115,1939.916667,239063,0.24486491,806.3206169,0.591943271,0,56
09-08-2063,32,15000,630,Master,12,21570,Mortgage,303,0.352450193,0.438400412,Other,5862,284,24095,1250,14647,0.162566244,1959.685019,1.810148015,0,55
10-08-2063,44,21614,519,Master,19,11962,Other,647,0.270324762,0.28220205,Other,3602,1563,277884,1801.166667,272185,0.242163272,345.6260505,0.551101721,0,48
11-08-2063,21,29534,528,High School,0,22540,Mortgage,398,0.447587454,0.130852003,Debt Consolidation,7533,1110,88894,2461.166667,78374,0.263605183,679.6772926,0.437872537,0,54
12-08-2063,52,130418,602,Bachelor,30,16302,Mortgage,353,0.332777318,0.232507689,Debt Consolidation,499,538,37638,10868.16667,3745,0.206180052,1514.953628,0.171873848,1,42.4
13-08-2063,22,45601,526,High School,2,12781,Own,194,0.392126957,0.802056652,Other,1658,4155,63781,3800.083333,56247,0.230725797,669.8438619,0.227322347,0,58
14-08-2063,37,68070,631,Master,16,32301,Mortgage,522,0.563240811,0.282167391,Auto,7368,930,78487,5672.5,72081,0.209254614,1215.70651,0.306338741,0,54
15-08-2063,42,190914,577,Bachelor,18,53131,Own,229,0.123819685,0.08265764,Debt Consolidation,1311,550,16144,15909.5,1392,0.25910752,1788.767465,0.126827836,1,37.6
16-08-2063,52,16344,461,Associate,28,38099,Other,972,0.34668902,0.236954762,Debt Consolidation,4701,1493,71419,1362,38567,0.263632148,3646.339723,3.390851485,0,54
17-08-2063,41,45233,547,Bachelor,18,18290,Rent,289,0.29682121,0.076297283,Education,1208,3403,45778,3769.416667,28515,0.206434253,1699.922447,0.527647279,0,55
18-08-2063,47,185808,610,Bachelor,26,11501,Mortgage,145,0.421042874,0.315923329,Home,3256,1336,104285,15484,94252,0.178611155,414.9878503,0.036165581,1,43.2
19-08-2063,39,58486,623,Bachelor,19,19827,Own,562,0.444839358,0.477286758,Home,9311,322,12868,2851.916667,4845,0.194320425,1831.279193,0.839182723,0,54
20-08-2063,39,30609,593,Associate,16,22397,Rent,376,0.300037214,0.420120693,Education,1826,11983,42994,2550.75,16821,0.2890764,658.1022924,0.405411072,0,59
21-08-2063,41,91223,641,Bachelor,19,25453,Mortgage,316,0.289258488,0.109402702,Debt Consolidation,653,1627,64910,7601.916667,49175,0.181879984,648.9448255,0.126934412,1,39.2
22-08-2063,37,29855,564,High School,14,74823,Other,765,0.342266512,0.362867795,Education,3198,1383,139570,2487.916667,106465,0.366165809,2418.128838,1.279435473,0,52
23-08-2063,19,75200,592,Associate,0,28576,Mortgage,369,0.25991014,0.165796011,Home,6081,1794,45262,6266.666667,36590,0.220756508,1092.449072,0.233209958,0,51
24-08-2063,30,68789,528,Bachelor,8,13480,Rent,485,0.353476248,0.120797374,Home,2644,1315,24124,5732.416667,11178,0.256129032,540.341752,0.178867276,0,53
25-08-2063,42,47918,584,Bachelor,19,16459,Rent,441,0.105093878,0.200237026,Debt Consolidation,2695,722,64307,3993.166667,45146,0.226716257,634.3097836,0.269287479,0,52
26-08-2063,37,77706,485,High School,14,16698,Mortgage,230,0.158116623,0.281092074,Education,2121,8169,366298,6475.5,314121,0.314138399,615.0363626,0.130497469,1,36.8
27-08-2063,38,35711,524,High School,13,13996,Own,726,0.374559991,0.184425862,Debt Consolidation,13334,1735,27942,2975.916667,18996,0.216827501,438.5520198,0.391325481,0,53
28-08-2063,36,47205,555,High School,14,11827,Own,544,0.43227105,0.2619828,Debt Consolidation,2231,522,144813,3933.75,111386,0.238937564,339.5097773,0.224597338,0,62
29-08-2063,29,62745,504,Associate,5,19330,Rent,513,0.415225613,0.270554402,Debt Consolidation,2852,268,35380,5228.75,7693,0.205920382,724.2164105,0.236618008,0,59
30-08-2063,34,34223,619,Associate,8,14561,Other,379,0.159054026,0.158886396,Debt Consolidation,2491,636,31439,2851.916667,1228,0.196855247,538.8086009,0.321821676,0,47
31-08-2063,36,121759,610,Bachelor,12,16735,Other,247,0.061490282,0.144472624,Debt Consolidation,2486,238,10000,10146.58333,1663,0.189594611,433.741917,0.067090753,1,35.2
01-09-2063,40,40115,610,Associate,15,7188,Rent,369,0.244126995,0.162317158,Home,1421,521,51337,3342.916667,34935,0.199002518,266.7666519,0.190183219,1,38.4
02-09-2063,44,58650,575,Associate,23,13379,Mortgage,251,0.193630897,0.612776083,Home,1446,846,10885,4887.5,6581,0.210256171,414.4743982,0.136158445,1,45.6
03-09-2063,37,24468,483,Master,16,15395,Rent,267,0.420881554,0.725369785,Auto,708,1055,121609,2039,115579,0.261273059,621.3185985,0.435663854,0,58
04-09-2063,27,28563,553,Bachelor,5,29379,Mortgage,232,0.23611647,0.194321756,Auto,4545,5249,132337,2380.25,103419,0.268766241,894.9322287,0.473451204,0,48
05-09-2063,23,51390,576,Bachelor,1,19959,Rent,236,0.198782301,0.148924268,Home,11686,1485,113589,4282.5,92637,0.221457412,630.410069,0.202314085,0,50
06-09-2063,71,97600,595,Associate,46,50263,Own,223,0.329294871,0.181031393,Home,2252,2762,21672,8133.333333,9730,0.286126944,1769.439649,0.244972088,0,49
07-09-2063,26,109935,409,Bachelor,5,7738,Rent,286,0.309219178,0.026680756,Auto,6449,1306,17251,9161.25,7272,0.322784293,261.2869939,0.059739336,1,39.2
08-09-2063,33,17106,432,High School,11,29679,Own,449,0.459343209,0.429549093,Auto,1660,325,262679,1425.5,241173,0.276168134,917.2312399,0.958422476,0,59
09-09-2063,46,28914,631,Associate,21,20509,Mortgage,480,0.524632521,0.736620002,Debt Consolidation,2017,942,12916,2409.5,2273,0.209902979,634.968419,0.462738501,0,70
10-09-2063,44,22359,577,High School,21,36711,Rent,309,0.085187676,0.138534932,Debt Consolidation,4603,1426,18441,1863.25,11154,0.219188329,1903.027782,1.187187861,0,53
11-09-2063,46,58249,503,High School,24,39625,Rent,373,0.133564119,0.19604773,Education,11131,1099,28061,4854.083333,10385,0.295414578,1672.207278,0.421337488,0,55
12-09-2063,34,92475,509,High School,11,16003,Other,324,0.092235263,0.346778757,Home,1927,1451,31037,7706.25,1907,0.246173049,1518.022008,0.23902962,0,56
13-09-2063,42,45375,623,Associate,22,16671,Mortgage,370,0.237685768,0.257105736,Home,11467,1388,767314,3781.25,645827,0.164991204,476.7332052,0.223929443,1,35.2
14-09-2063,40,54113,537,Bachelor,20,21610,Rent,214,0.23209367,0.196276449,Home,4196,825,106734,4509.416667,92420,0.246609672,712.4453133,0.20544682,0,48
15-09-2063,36,57253,607,Associate,17,14610,Own,241,0.121536247,0.311232085,Education,1389,812,12943,4771.083333,9331,0.259625109,362.5391388,0.126499392,0,52
16-09-2063,42,34363,494,High School,19,22652,Own,330,0.3800609,0.370872105,Home,453,3598,61315,2863.583333,25541,0.255775638,758.3906326,0.380079958,0,55
17-09-2063,52,28052,569,Bachelor,28,29432,Mortgage,243,0.328598266,0.461443613,Debt Consolidation,7880,2898,61376,2337.666667,38771,0.1839456,1069.87186,0.561616367,0,58
18-09-2063,39,81435,580,High School,15,14512,Mortgage,572,0.242343645,0.125368492,Home,741,4259,70763,6786.25,10726,0.216426287,551.5404918,0.165561318,0,53
19-09-2063,39,61301,599,Bachelor,14,24423,Rent,105,0.459711049,0.317782202,Education,2923,1456,83794,5108.416667,61361,0.180070938,883.03687,0.193413524,1,45.6
20-09-2063,52,34636,548,High School,27,16998,Rent,166,0.227671348,0.053323462,Home,3904,1182,95655,2886.333333,80619,0.254399905,462.4780601,0.217742716,0,49
21-09-2063,51,276527,550,Associate,28,20061,Rent,482,0.46817662,0.557569864,Education,2727,977,25905,23043.91667,6937,0.27801435,622.2147664,0.047917842,1,45.6
22-09-2063,59,65781,645,Bachelor,37,12310,Other,125,0.393433202,0.16317008,Education,13607,943,39989,5481.75,2312,0.160035639,602.7568531,0.132759949,1,37.6
23-09-2063,18,15597,566,Master,0,15359,Rent,278,0.438826722,0.435806913,Other,785,167,72952,1299.75,23492,0.18508154,559.1877226,0.644114424,0,60
24-09-2063,50,88042,583,Bachelor,29,20668,Own,637,0.674939082,0.344724003,Education,566,688,66681,7336.833333,22753,0.214240614,644.7224699,0.174696959,0,68
25-09-2063,47,15000,627,Associate,27,42545,Rent,614,0.496768087,0.355455651,Debt Consolidation,2226,2583,34952,1250,7475,0.207720296,3956.872073,3.656697659,0,54
26-09-2063,29,51424,593,Bachelor,7,12264,Mortgage,434,0.294640097,0.177929466,Other,1689,4869,113638,4285.333333,75794,0.213353366,464.1612638,0.209589592,1,40.8
27-09-2063,43,66763,571,Bachelor,21,40438,Other,572,0.255052249,0.380056442,Home,2600,5648,42156,5563.583333,26949,0.244823483,1076.47615,0.296297557,0,60
28-09-2063,52,162578,627,Master,29,22607,Mortgage,267,0.424338592,0.185428732,Home,3159,331,47643,13548.16667,43463,0.229313732,636.41093,0.066681415,1,46.4
29-09-2063,30,23432,596,Bachelor,9,14076,Own,505,0.184343757,0.056147879,Auto,3134,1089,64298,1952.666667,24385,0.277780462,355.8937624,0.440881066,0,51
30-09-2063,45,46338,568,Doctorate,22,9963,Other,715,0.170955187,0.349681813,Home,4181,2185,175101,3861.5,168150,0.1767704,290.9844415,0.260516494,1,43.2
01-10-2063,50,41746,568,High School,29,35473,Own,562,0.451146058,0.682740882,Auto,1092,503,37131,3478.833333,31258,0.289069824,1123.971389,0.484637011,0,63
02-10-2063,27,55240,489,Associate,2,18665,Mortgage,320,0.540850359,0.319992668,Auto,4044,325,43945,4603.333333,10845,0.290484123,502.3845159,0.178649786,0,55
03-10-2063,38,62973,620,High School,18,31495,Own,505,0.170368746,0.274256957,Home,5127,336,136047,5247.75,125444,0.246595522,918.1443477,0.271191339,0,47
04-10-2063,43,85474,465,Bachelor,21,24703,Mortgage,307,0.274403032,0.365911874,Debt Consolidation,22992,804,23796,7122.833333,8898,0.274700263,1349.248326,0.232526615,1,42.4
05-10-2063,30,96099,579,Bachelor,8,19619,Rent,210,0.168824293,0.271492158,Auto,5398,1026,101124,8008.25,62407,0.273382508,505.0567937,0.089290019,0,52
06-10-2063,29,31126,562,High School,6,15031,Rent,523,0.75754977,0.545099251,Auto,5695,2510,55302,2593.833333,8337,0.206471327,563.5743417,0.418906769,0,61
07-10-2063,38,104288,615,Associate,14,12367,Rent,625,0.219361111,0.339878684,Education,6562,238,45584,8690.666667,3860,0.189930981,623.3618992,0.143643974,0,62
08-10-2063,49,46795,585,Bachelor,26,30993,Other,314,0.066407368,0.216886191,Debt Consolidation,4063,1179,65301,3899.583333,3781,0.258578859,766.9020829,0.277183994,0,52
09-10-2063,47,94146,548,Bachelor,25,11862,Mortgage,200,0.22243923,0.085230618,Home,1139,255,77575,7845.5,6084,0.224520566,455.793936,0.083588546,1,41.6
10-10-2063,29,30834,530,High School,5,19342,Rent,506,0.394211021,0.335679935,Auto,712,2190,31681,2569.5,21811,0.264296909,584.03902,0.42422223,0,56
11-10-2063,47,97156,546,Master,23,21838,Mortgage,190,0.308312667,0.18147975,Home,681,1651,113036,8096.333333,109762,0.274133875,672.2366452,0.106497177,1,44
12-10-2063,29,71127,536,High School,6,17905,Mortgage,493,0.108426983,0.05110159,Debt Consolidation,3018,3823,208075,5927.25,170705,0.236416433,699.0996917,0.201121885,1,36
13-10-2063,20,24183,572,Doctorate,0,15116,Rent,605,0.357969763,0.196965497,Auto,7225,1786,27228,2015.25,20670,0.2112928,327.4545917,0.462699214,0,55
14-10-2063,35,82826,595,Associate,11,15266,Other,996,0.419654798,0.102949054,Education,1217,920,38680,6902.166667,22149,0.267732227,387.1485011,0.200393379,0,50
15-10-2063,53,58009,641,Associate,34,29459,Mortgage,506,0.615761772,0.191021885,Home,9251,1450,36158,4834.083333,28423,0.180372497,1065.56398,0.325100722,0,49
16-10-2063,47,168564,597,Associate,25,32816,Mortgage,424,0.01293506,0.440908228,Other,1944,188,188095,14047,131681,0.28263117,1026.968424,0.10329383,1,39.2
17-10-2063,39,41920,613,Bachelor,16,16285,Rent,369,0.263775269,0.100202732,Education,29615,352,49943,3493.333333,9547,0.216428119,405.7334039,0.221774829,0,48
18-10-2063,34,49839,573,High School,12,11367,Rent,361,0.086396245,0.280713046,Home,4869,1004,21954,4153.25,13221,0.205957239,425.8966605,0.189465277,0,58
19-10-2063,35,39290,584,High School,13,31176,Mortgage,495,0.443467279,0.567433256,Auto,1138,4545,10524,3274.166667,1370,0.242219098,900.8902223,0.426334504,0,60
20-10-2063,41,89220,646,Doctorate,18,36350,Mortgage,270,0.220196245,0.51871767,Debt Consolidation,978,5322,40598,7435,22242,0.219108349,849.5327079,0.15057602,1,43.2
21-10-2063,27,15000,601,Master,4,15620,Mortgage,700,0.230842745,0.153177541,Auto,2562,1153,76995,1250,10904,0.240144,612.9352635,1.050348211,0,53
22-10-2063,35,19262,584,High School,12,14122,Rent,364,0.339724048,0.291575764,Home,4424,306,72482,1605.166667,11152,0.254012437,417.8279438,0.487069636,0,64
23-10-2063,37,74325,625,Bachelor,16,18670,Other,548,0.144801041,0.25570236,Auto,8254,2943,438091,6193.75,426292,0.205520875,573.6410908,0.181092406,1,33.6
24-10-2063,23,43413,598,High School,3,15133,Mortgage,311,0.127343785,0.335142106,Other,1799,1664,568758,3617.75,547375,0.188695305,553.7178104,0.239020886,1,41.6
25-10-2063,29,15000,506,Bachelor,5,52782,Mortgage,495,0.40190221,0.035566648,Home,2285,1865,41138,1250,34275,0.267448109,1801.85518,1.837484144,0,53
26-10-2063,44,31926,630,Associate,23,22879,Own,1254,0.06641375,0.300332541,Debt Consolidation,2990,1365,36149,2660.5,6563,0.208093498,490.9987597,0.655891283,0,51
27-10-2063,40,32319,519,Associate,19,41597,Mortgage,621,0.331051197,0.457039504,Other,1195,1350,62441,2693.25,42361,0.304992171,1358.587313,0.735018031,0,58
28-10-2063,36,40114,642,Bachelor,15,114322,Mortgage,299,0.094482451,0.397986873,Auto,683,831,311567,3342.833333,239933,0.300354098,3441.892073,1.119078249,0,47
29-10-2063,29,68795,551,High School,4,21383,Mortgage,770,0.226732624,0.246229574,Home,2320,285,118592,5732.916667,109770,0.275118249,524.8050903,0.225854511,0,54
30-10-2063,58,120969,578,Associate,35,23932,Rent,164,0.49771172,0.048057234,Debt Consolidation,2256,682,204602,10080.75,150421,0.205447313,1224.41637,0.137729472,1,36
31-10-2063,29,15000,544,Master,6,51812,Rent,191,0.095167309,0.430901057,Debt Consolidation,5836,597,88020,1250,9285,0.316230825,1428.366267,1.295493013,0,57
01-11-2063,43,52007,597,Bachelor,19,41121,Own,179,0.109435742,0.43938216,Home,728,1966,289523,4333.916667,267333,0.20163506,1531.631684,0.394708024,0,55
02-11-2063,34,50562,509,Associate,12,22929,Mortgage,378,0.06090698,0.223074145,Debt Consolidation,4790,1144,41069,4213.5,36640,0.282869942,1261.89403,0.38919996,0,53
03-11-2063,40,16234,506,High School,15,16802,Mortgage,286,0.249283901,0.077500523,Debt Consolidation,1874,60,149720,1352.833333,140429,0.236429883,656.0449549,0.696349603,0,48
04-11-2063,45,137671,539,Bachelor,25,16567,Own,636,0.116548752,0.568327028,Home,27999,1034,32012,11472.58333,25085,0.270380616,506.2557209,0.099563951,1,44
05-11-2063,23,60946,577,Master,3,14046,Mortgage,755,0.095292285,0.045389527,Debt Consolidation,5370,1956,71795,5078.833333,58840,0.244406923,461.3541271,0.239494791,0,51
06-11-2063,39,95431,550,Master,19,10652,Own,476,0.281710607,0.581024068,Home,1195,2049,51167,7952.583333,1151,0.21651564,995.1819273,0.184994217,1,48
07-11-2063,54,47547,657,Bachelor,31,12338,Mortgage,920,0.378289718,0.280188824,Debt Consolidation,9091,153,21649,3962.25,10334,0.168833674,609.3274381,0.385974494,0,53
08-11-2063,61,34583,609,Bachelor,37,24157,Other,515,0.390521418,0.140625326,Home,2723,2407,119798,2881.916667,109100,0.1777854,706.8194145,0.423960702,0,45
09-11-2063,38,35875,501,Bachelor,16,5773,Mortgage,417,0.4188516,0.229927876,Debt Consolidation,473,697,77314,2989.583333,57815,0.245892407,190.0959005,0.203070406,0,53
10-11-2063,40,37366,548,High School,18,23107,Own,770,0.259970613,0.583243694,Debt Consolidation,656,597,67641,3113.833333,54806,0.27495146,712.4340957,0.476080104,0,62
11-11-2063,66,45278,657,Master,41,29296,Mortgage,190,0.218968436,0.473668365,Home,874,2331,833098,3773.166667,828445,0.141100733,2631.920922,0.747891936,1,35.2
12-11-2063,53,86984,567,High School,32,36678,Rent,392,0.107966163,0.164806285,Home,1284,1341,79199,7248.666667,50465,0.213042386,1890.208391,0.314845267,0,47
13-11-2063,32,173754,507,Bachelor,9,17887,Own,394,0.434203398,0.043240288,Debt Consolidation,970,2418,80746,14479.5,71306,0.282932855,626.405769,0.070472445,1,40
